서울시 기준일,서울시 확진자,서울시 추가 확진,,,,,,,,전국 기준일,전국 확진,전국 추가 확진
2020050110,634,1,,,,,,,,2020050100,10774,9
2020043010,633,0,,,,,,,,2020043000,10765,4
2020042910,633,0,,,,,,,,2020042900,10761,9
2020042810,633,4,,,,,,,,2020042800,10752,14
2020042710,629,0,,,,,,,,2020042700,10738,10
2020042610,629,0,,,,,,,,2020042600,10728,10
2020042510,629,1,,,,,,,,2020042500,10718,10
2020042410,628,0,,,,,,,,2020042400,10708,6
2020042310,628,0,,,,,,,,2020042300,10702,8
2020042210,628,2,,,,,,,,2020042200,10694,11
2020042110,626,0,,,,,,,,2020042100,10683,0
2020042010,624,0,,,,,,,,2020042000,10674,0
2020041910,624,0,,,,,,,,2020041900,10661,0
2020041810,623,0,,,,,,,,2020041800,10653,0
2020041710,621,0,,,,,,,,2020041700,10635,0
2020041610,619,0,,,,,,,,2020041600,10613,0
2020041510,619,0,,,,,,,,2020041500,10591,0
2020041410,613,0,,,,,,,,2020041400,10564,0
2020041310,610,0,,,,,,,,2020041300,10537,0
2020041210,602,0,,,,,,,,2020041200,10512,0
2020041110,600,0,,,,,,,,2020041100,10480,0
2020041010,597,0,,,,,,,,2020041000,10450,0
2020040910,592,0,,,,,,,,2020040900,10423,0
2020040810,581,0,,,,,,,,2020040800,10384,0
2020040710,571,0,,,,,,,,2020040700,10331,0
2020040610,563,0,,,,,,,,2020040600,10284,0
2020040510,558,0,,,,,,,,2020040500,10237,0
2020040410,533,0,,,,,,,,2020040400,10156,0
2020040310,513,0,,,,,,,,2020040300,10062,0
2020040210,494,0,,,,,,,,2020040200,9976,0
2020040110,478,0,,,,,,,,2020040100,9887,0
2020033110,454,0,,,,,,,,2020033100,9786,0
2020033010,434,0,,,,,,,,2020033000,9661,0
2020032910,413,0,,,,,,,,2020032900,9583,0
2020032810,391,0,,,,,,,,2020032800,9478,0
2020032700,376,0,,,,,,,,2020032700,9332,0
2020032600,361,0,,,,,,,,2020032600,9241,0
2020032500,347,0,,,,,,,,2020032500,9137,0
2020032400,334,0,,,,,,,,2020032400,9037,0
2020032300,330,0,,,,,,,,2020032300,8961,0
2020032200,324,0,,,,,,,,2020032200,8897,0
2020032100,314,0,,,,,,,,2020032100,8799,0
2020032000,299,0,,,,,,,,2020032000,8652,0
2020031900,282,0,,,,,,,,2020031900,8565,0
2020031800,270,0,,,,,,,,2020031800,8413,0
2020031710,267,0,,,,,,,,2020031700,8320,0
2020031610,254,0,,,,,,,,2020031600,8236,0
2020031510,248,0,,,,,,,,2020031500,8162,0
2020031410,240,0,,,,,,,,2020031400,8086,0
2020031310,231,0,,,,,,,,2020031300,7979,0
2020031210,219,0,,,,,,,,2020031200,7869,0
2020031110,205,0,,,,,,,,2020031100,7755,0
2020031010,156,0,,,,,,,,2020031000,7513,0
2020030910,130,0,,,,,,,,2020030900,7382,0
2020030810,120,0,,,,,,,,2020030800,7134,0
2020030710,114,0,,,,,,,,2020030700,6767,0
2020030610,106,0,,,,,,,,2020030600,6284,0
2020030510,105,0,,,,,,,,2020030500,5766,0
2020030410,99,0,,,,,,,,2020030400,5328,0
2020030310,98,0,,,,,,,,2020030300,4812,0
2020030210,92,0,,,,,,,,2020030210,4212,0
2020030110,86,0,,,,,,,,2020030116,3736,0
2020022910,77,0,,,,,,,,2020022916,3150,0
2020022810,65,0,,,,,,,,2020022816,2337,0
2020022710,59,0,,,,,,,,2020022716,1766,0
2020022616,49,0,,,,,,,,2.0202E+11,1261,0
2020022518,44,0,,,,,,,,2020022518,1146,0
2.0202E+11,25,0,,,,,,,,2020022316,602,0
2.0202E+11,24,0,,,,,,,,2020022218,433,0
2.0202E+11,18,0,,,,,,,,2020022116,204,0
2.0202E+11,15,0,,,,,,,,2020022018,104,0
2.0202E+11,13,0,,,,,,,,2020021918,82,0
2.0202E+11,12,0,,,,,,,,2020021818,31,0
2.0202E+11,12,0,,,,,,,,2020021718,30,0
2.0202E+11,11,0,,,,,,,,2020021618,29,0
2.0202E+11,10,0,,,,,,,,2020021518,28,0
2.0202E+11,10,0,,,,,,,,2020021418,28,0
2.0202E+11,10,0,,,,,,,,2020021318,28,0
2.0202E+11,10,0,,,,,,,,2020021218,28,0
2.0202E+11,10,0,,,,,,,,2020021118,28,0
2.0202E+11,10,0,,,,,,,,2020021018,27,0
2.0202E+11,10,0,,,,,,,,2020020918,27,0
2.0202E+11,10,0,,,,,,,,2020020818,24,0
2.0202E+11,10,0,,,,,,,,2020020718,24,0
2.0202E+11,11,0,,,,,,,,2020020609,24,0
2.0202E+11,8,0,,,,,,,,2020020515,18,0
